genero;nivel_formacion;pais;rubro;dotacion;origen_capital;puesto;funcion_rh;anios_experiencia;tipo_contratacion;sueldo_bruto;satisfaccion;busqueda;tipo_cambio;multiplicador;sueldo_ft;sueldo_dolar;cuenta
Femenino;Terciario completo;Argentina;Comercio;150;Nacional;Responsable;Reclutamiento y selección;4;Full time;40009;2;Sí, activamente;83.89;1;40009;476.9221599713911;1
Femenino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";2500;Nacional;Jefe;Reclutamiento y selección;20;Full time;113000;4;No estoy buscando cambiar;83.89;1;113000;1347.0020264632255;1
Femenino;Universitario completo;Argentina;Función pública;1900;Nacional;Responsable;Reclutamiento y selección;6;Full time;79000;4;No,  pero escucho ofertas;83.89;1;79000;941.7093813326976;1
Género Diverso;Universitario completo;Argentina;"Medios de comunicación; cultura; gráficos";600;Multinacional;Responsable;Payroll / Liquidación de sueldos;12;Full time;90000;5;Sí, activamente;83.89;1;90000;1072.833472404339;1
Femenino;Universitario en curso;Argentina;Servicios de salud;2000;Nacional;Analista;Administración de personal;3;Full time;70000;3;No,  pero escucho ofertas;83.89;1;70000;834.4260340922636;1
Femenino;Maestría en curso;Argentina;Tecnologías de Información, Sistemas, y afines;190;Multinacional;Analista;Payroll / Liquidación de sueldos;4;Full time;58000;2;Sí, activamente;83.89;1;58000;691.3815711050185;1
Femenino;Universitario completo;Argentina;Comercio;3000;Multinacional;Responsable;Capacitación y desarrollo;8;Full time;88000;3;No,  pero escucho ofertas;83.89;1;88000;1048.9927285731314;1
Masculino;Universitario completo;Argentina;Servicios de salud;25;Nacional;Responsable;Administración de personal;3;Full time;80000;3;Sí, activamente;83.89;1;80000;953.6297532483013;1
Femenino;Universitario completo;Argentina;Educación;5000;Nacional;Responsable;Capacitación y desarrollo;3;Part time;55000;3;No,  pero escucho ofertas;83.89;1.5;82500;983.4306830373108;1
Femenino;Terciario completo;Argentina;Tecnologías de Información, Sistemas, y afines;170;Nacional;Analista;Reclutamiento y selección;3;Full time;54200;3;No,  pero escucho ofertas;83.89;1;54200;646.0841578257241;1
Femenino;Universitario completo;Paraguay;"Alimentación; bebidas; tabaco";160;Nacional;Jefe;Administración de personal;9;Full time;8000000;4;No,  pero escucho ofertas;7027.74;1;8000000;1138.3460401210061;1
Femenino;Maestría en curso;Argentina;Otros;408;Multinacional;HRBP;Generalista;15;Full time;131000;3;Sí, activamente;83.89;1;131000;1561.5687209440935;1
Femenino;Maestría en curso;Argentina;Otros;408;Multinacional;HRBP;Generalista;15;Full time;131000;3;Sí, activamente;83.89;1;131000;1561.5687209440935;1
Femenino;Universitario completo;Uruguay;"Servicios públicos (agua;gas; electricidad)";149;Nacional;Analista;Generalista;9;Full time;85900;3;Sí, activamente;43.003;1;85900;1997.5350556937888;1
Femenino;Maestría en curso;Paraguay;"Servicios financieros; seguros";170;Nacional;Jefe;Administración de personal;2;Plazo Fijo;4000000;NA;NA;7027.74;1;4000000;569.1730200605031;1
Femenino;Maestría en curso;Argentina;Otros;44000;Multinacional;HRBP;Reclutamiento y selección;9;Full time;106000;2;Sí, activamente;83.89;1;106000;1263.5594230539994;1
Femenino;Universitario completo;Argentina;Función pública;6500;Nacional;Director;Compensaciones y beneficios;8;Plazo Fijo;129528;3;No,  pero escucho ofertas;83.89;1;129528;1544.0219334843248;1
Masculino;Maestría completa;Argentina;Tecnologías de Información, Sistemas, y afines;750;Multinacional;Gerente;People Analytics;14;Full time;165000;4;No,  pero escucho ofertas;83.89;1;165000;1966.8613660746216;1
Masculino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";1100;Nacional;HRBP;People Analytics;4;Full time;130000;3;Sí, activamente;83.89;1;130000;1549.6483490284897;1
Masculino;Universitario completo;Argentina;Otros;100;Nacional;Analista;Reclutamiento y selección;2;Plazo Fijo;48000;3;No,  pero escucho ofertas;83.89;1;48000;572.1778519489808;1
Femenino;Universitario completo;Argentina;"Servicios públicos (agua;gas; electricidad)";450;Multinacional;Jefe;Capacitación y desarrollo;18;Full time;220000;3;No,  pero escucho ofertas;83.89;1;220000;2622.481821432829;1
Masculino;Universitario en curso;Argentina;Otros;1200;Nacional;Analista;Generalista;14;Full time;134000;4;No estoy buscando cambiar;83.89;1;134000;1597.3298366909048;1
Femenino;Universitario completo;Argentina;Servicios de salud;900;Nacional;Analista;Reclutamiento y selección;1;Tercerizado / Outsourced;40000;2;Sí, activamente;83.89;1;40000;476.81487662415066;1
Masculino;Maestría completa;Argentina;Tecnologías de Información, Sistemas, y afines;1100;Multinacional;Gerente;Payroll / Liquidación de sueldos;10;Full time;232000;3;No,  pero escucho ofertas;83.89;1;232000;2765.526284420074;1
Masculino;Universitario en curso;Argentina;Tecnologías de Información, Sistemas, y afines;700;Multinacional;Responsable;People Analytics;8;Full time;105000;NA;NA;83.89;1;105000;1251.6390511383954;1
Femenino;Universitario completo;Argentina;Educación;1500;Nacional;Analista;Generalista;9;Full time;90000;3;No,  pero escucho ofertas;83.89;1;90000;1072.833472404339;1
Femenino;Universitario en curso;Argentina;Servicios profesionales;3400;Multinacional;Analista;Reclutamiento y selección;4;Full time;67000;3;No,  pero escucho ofertas;83.89;1;67000;798.6649183454524;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;50;Multinacional;Administrativo;Generalista;4;Full time;54000;3;No,  pero escucho ofertas;83.89;1;54000;643.7000834426034;1
Femenino;Universitario en curso;Argentina;Hotelería, restauración, turismo;56;Nacional;Responsable;Generalista;6;Plazo Fijo;31000;3;No,  pero escucho ofertas;83.89;1;31000;369.53152938371676;1
Femenino;Universitario en curso;Paraguay;Tecnologías de Información, Sistemas, y afines;18;Nacional;Responsable;Administración de personal;3;Full time;3500000;1;Sí, activamente;7027.74;1;3500000;498.0263925529402;1
Femenino;Terciario completo;Argentina;Tecnologías de Información, Sistemas, y afines;200;Multinacional;Analista;Administración de personal;10;Full time;72000;3;No,  pero escucho ofertas;83.89;1;72000;858.2667779234712;1
Masculino;Maestría completa;Argentina;Construcción;350;Nacional;Responsable;Generalista;4;Full time;70500;2;Sí, activamente;83.89;1;70500;840.3862200500655;1
Masculino;Maestría en curso;Argentina;Función pública;500;Nacional;Responsable;Generalista;15;Full time;150;NA;NA;83.89;1;150;1.788055787340565;1
Masculino;Universitario completo;Argentina;Otros;130;Nacional;Responsable;Administración de personal;11;Full time;102000;4;No,  pero escucho ofertas;83.89;1;102000;1215.8779353915843;1
Femenino;Universitario completo;Argentina;Comercio;50;Nacional;Responsable;Generalista;10;Part time;30000;3;Sí, activamente;83.89;1.5;45000;536.4167362021695;1
Femenino;Universitario completo;Argentina;Servicios de salud;30;Nacional;Gerente;Administración de personal;20;Plazo Fijo;78000;3;Sí, activamente;83.89;1;78000;929.7890094170938;1
Femenino;Universitario en curso;Argentina;Otros;1900;Nacional;Analista;Capacitación y desarrollo;5;Full time;100000;3;No,  pero escucho ofertas;83.89;1;100000;1192.0371915603766;1
Femenino;Maestría en curso;Argentina;Comercio;600;Nacional;Responsable;Comunicación interna;5;Full time;88020;3;No,  pero escucho ofertas;83.89;1;88020;1049.2311360114436;1
Femenino;Maestría completa;Paraguay;"Alimentación; bebidas; tabaco";500;Nacional;Gerente;Capacitación y desarrollo;16;Full time;21000000;4;No,  pero escucho ofertas;7027.74;1;21000000;2988.1583553176415;1
Femenino;Universitario en curso;Argentina;Otros;23000;Multinacional;HRBP;Generalista;7;Plazo Fijo;10700;NA;NA;83.89;1;10700;127.54797949696031;1
Femenino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";2000;Multinacional;Analista;Compensaciones y beneficios;10;Full time;12000;NA;NA;83.89;1;12000;143.0444629872452;1
Femenino;Universitario en curso;Argentina;Servicios profesionales;2500;Multinacional;Analista;Compensaciones y beneficios;3;Full time;79000;NA;NA;83.89;1;79000;941.7093813326976;1
Femenino;Maestría completa;Argentina;Servicios de salud;284;Nacional;Analista;Generalista;6;Full time;78000;3;No,  pero escucho ofertas;83.89;1;78000;929.7890094170938;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;120;Nacional;Analista;Reclutamiento y selección;5;Full time;60375;2;No,  pero escucho ofertas;83.89;1;60375;719.6924544045775;1
Femenino;Universitario en curso;Argentina;Servicios profesionales;3500;Multinacional;Analista;Reclutamiento y selección;3;Full time;55000;4;No,  pero escucho ofertas;83.89;1;55000;655.6204553582072;1
Femenino;Secundario completo;Argentina;Servicios de salud;500;Nacional;Administrativo;No trabajo en el área;0;Plazo Fijo;68000;2;No,  pero escucho ofertas;83.89;1;68000;810.5852902610561;1
Masculino;Maestría en curso;Argentina;Servicios de consultoría;4000;Multinacional;HRBP;Payroll / Liquidación de sueldos;15;Full time;55000;2;Sí, activamente;83.89;1;55000;655.6204553582072;1
Femenino;Universitario completo;Argentina;"Servicios financieros; seguros";1000;Nacional;Analista;Capacitación y desarrollo;7;Full time;95000;NA;NA;83.89;1;95000;1132.4353319823579;1
Femenino;Universitario completo;Argentina;Construcción;450;Nacional;Responsable;Generalista;3;Full time;45800;4;No,  pero escucho ofertas;83.89;1;45800;545.9530337346525;1
Femenino;Universitario completo;Argentina;Servicios profesionales;65;Nacional;HRBP;Reclutamiento y selección;20;Full time;74200;3;Sí, activamente;83.89;1;74200;884.4915961377995;1
Femenino;Universitario en curso;Argentina;Otros;60;Nacional;Responsable;Generalista;4;Full time;44000;3;No,  pero escucho ofertas;83.89;1;44000;524.4963642865657;1
Femenino;Secundario completo;Argentina;Comercio;100;Multinacional;Responsable;Generalista;8;Full time;83000;5;No,  pero escucho ofertas;83.89;1;83000;989.3908689951127;1
Femenino;Terciario completo;Argentina;Servicios de consultoría;120;Multinacional;Administrativo;Administración de personal;8;Full time;42345;3;Sí, activamente;83.89;1;42345;504.7681487662415;1
Femenino;Universitario completo;Argentina;Comercio;80;Nacional;Analista;Generalista;4;Full time;55000;4;Sí, activamente;83.89;1;55000;655.6204553582072;1
Masculino;Secundario completo;Argentina;Tecnologías de Información, Sistemas, y afines;200;Nacional;Gerente;Generalista;12;Full time;240000;4;No,  pero escucho ofertas;83.89;1;240000;2860.889259744904;1
Femenino;Universitario completo;Argentina;Otros;65;Nacional;Responsable;Administración de personal;2;Full time;49000;3;No,  pero escucho ofertas;83.89;1;49000;584.0982238645846;1
Género Diverso;Universitario completo;Argentina;Servicios profesionales;50;Nacional;HRBP;Generalista;7;Full time;20000;NA;NA;83.89;1;20000;238.40743831207533;1
Femenino;Universitario completo;Argentina;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";570;Nacional;Analista;Comunicación interna;1;Full time;37000;3;No,  pero escucho ofertas;83.89;1;37000;441.05376087733936;1
Femenino;Universitario completo;Paraguay;Comercio;1500;Nacional;Gerente;Generalista;28;Full time;40000000;5;No estoy buscando cambiar;7027.74;1;40000000;5691.730200605031;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;130;Nacional;Jefe;Generalista;7;Full time;60250;3;Sí, activamente;83.89;1;60250;718.202407915127;1
Femenino;Secundario completo;Argentina;Otros;1000;Nacional;Jefe;Administración de personal;15;Full time;94389;4;No,  pero escucho ofertas;83.89;1;94389;1125.151984741924;1
Masculino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;6000;Nacional;Analista;Reclutamiento y selección;2;Full time;48000;2;Sí, activamente;83.89;1;48000;572.1778519489808;1
Femenino;Universitario completo;Argentina;Minería (carbón, otra minería);600;Multinacional;Jefe;Reclutamiento y Selección. Comunicación.  RRLL. RSE. Compliance. Adm Personal. Compensaciones.;13;Full time;160000;4;No,  pero escucho ofertas;83.89;1;160000;1907.2595064966026;1
Femenino;Universitario completo;Argentina;Servicios profesionales;95;Nacional;Responsable;Generalista;12;Full time;80000;4;No,  pero escucho ofertas;83.89;1;80000;953.6297532483013;1
Femenino;Universitario completo;Argentina;Función pública;50000;Nacional;Analista;Diseño organizacional;4;Full time;58770;3;No,  pero escucho ofertas;83.89;1;58770;700.5602574800333;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;16;Nacional;Analista;Reclutamiento y selección;3;Part time;30250;3;No,  pero escucho ofertas;83.89;1.5;45375;540.8868756705209;1
Femenino;Secundario completo;Argentina;Otros;650;Nacional;Analista;Administración de personal;15;Full time;55000;NA;NA;83.89;1;55000;655.6204553582072;1
Masculino;Universitario completo;Argentina;Construcción;1700;Nacional;Gerente;Compensaciones y beneficios;15;Full time;325000;3;No,  pero escucho ofertas;83.89;1;325000;3874.120872571224;1
Femenino;Universitario completo;Argentina;Servicios de salud;44;Nacional;Responsable;Todas las anteriores;4;Full time;78000;2;No,  pero escucho ofertas;83.89;1;78000;929.7890094170938;1
Femenino;Maestría completa;México;Otros;200;Multinacional;Gerente;Administración de personal;22;Full time;105000;5;No estoy buscando cambiar;21.24;1;105000;4943.502824858758;1
Masculino;Universitario en curso;Argentina;Fabricación de material de transporte;300;Multinacional;Pasante;Capacitación y desarrollo;2.4;Pasante;20700;4;No,  pero escucho ofertas;83.89;1;20700;246.75169865299796;1
Femenino;Universitario completo;Argentina;Otros;65;Nacional;Responsable;Administración de personal;2;Full time;49000;3;No,  pero escucho ofertas;83.89;1;49000;584.0982238645846;1
Masculino;Universitario completo;Colombia;"Agricultura; plantaciones,otros sectores rurales";11000;Multinacional;HRBP;Administración de personal;9;Full time;3600000;3;Sí, activamente;3849.43;1;3600000;935.2033937492045;1
Femenino;Secundario completo;Argentina;Servicios de salud;125;Nacional;Analista;Generalista;10;Full time;66045;4;No,  pero escucho ofertas;83.89;1;66045;787.2809631660508;1
Femenino;Maestría completa;Uruguay;Tecnologías de Información, Sistemas, y afines;1900;Multinacional;Jefe;Compliance;8;Full time;90000;3;Sí, activamente;43.003;1;90000;2092.8772411227123;1
Masculino;Maestría completa;Argentina;"Servicios públicos (agua;gas; electricidad)";1350;Multinacional;Gerente;Generalista;33;Full time;316000;3;No,  pero escucho ofertas;83.89;1;316000;3766.8375253307904;1
Femenino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";51;Multinacional;Responsable;Generalista;15;Full time;98500;5;No estoy buscando cambiar;83.89;1;98500;1174.156633686971;1
Femenino;Maestría completa;Argentina;Comercio;1500;Nacional;Analista;Payroll / Liquidación de sueldos;10;Full time;51000;2;Sí, activamente;83.89;1;51000;607.9389676957921;1
Femenino;Maestría completa;Argentina;Otros;30;Nacional;Jefe;Generalista;30;Tercerizado / Outsourced;120000;NA;NA;83.89;1;120000;1430.444629872452;1
Femenino;Universitario en curso;Argentina;Construcción;200;Nacional;Analista;Generalista;4;Full time;52000;3;Sí, activamente;83.89;1;52000;619.8593396113959;1
Femenino;Universitario completo;Argentina;Otros;25;Nacional;Responsable;Administración de personal;5;Full time;60000;NA;NA;83.89;1;60000;715.222314936226;1
Femenino;Universitario en curso;Argentina;Servicios de salud;200;Nacional;Director;Diseño organizacional;15;Full time;115000;4;No,  pero escucho ofertas;83.89;1;115000;1370.8427702944332;1
Masculino;Terciario completo;Argentina;Otros;60;Nacional;Administrativo;Generalista;4;Full time;72000;3;Sí, activamente;83.89;1;72000;858.2667779234712;1
Femenino;Maestría completa;Argentina;"Textiles; vestido; cuero; calzado";122;Nacional;Jefe;Generalista;17;Full time;70000;3;No,  pero escucho ofertas;83.89;1;70000;834.4260340922636;1
Masculino;Universitario en curso;Argentina;Servicios de consultoría;4000;Multinacional;Analista;Payroll / Liquidación de sueldos;6;Full time;125000;2;No,  pero escucho ofertas;83.89;1;125000;1490.0464894504707;1
Femenino;Universitario completo;Argentina;Terminales automotrices, fábricas autopartistas, y afines;100;Nacional;Jefe;Generalista;35;Full time;73000;3;No,  pero escucho ofertas;83.89;1;73000;870.187149839075;1
Femenino;Terciario completo;Argentina;Otros;10000;Nacional;Administrativo;Administrativa en área;5;Full time;34000;2;No,  pero escucho ofertas;83.89;1;34000;405.29264513052806;1
Femenino;Universitario en curso;Argentina;"Alimentación; bebidas; tabaco";5000;Multinacional;Analista;Capacitación y desarrollo;6;Full time;74000;5;No estoy buscando cambiar;83.89;1;74000;882.1075217546787;1
Femenino;Universitario completo;Estados Unidos;Construcción;3000;Nacional;Administrativo;Generalista;4;Full time;4800;3;No,  pero escucho ofertas;1;1;4800;4800;1
Femenino;Universitario en curso;Argentina;Servicios profesionales;10000;Nacional;Analista;Payroll / Liquidación de sueldos;11;Full time;52000;5;Sí, activamente;83.89;1;52000;619.8593396113959;1
Masculino;Terciario completo;Argentina;Servicios de salud;2000;Nacional;Analista;Administración de personal;8;Full time;65000;3;No,  pero escucho ofertas;83.89;1;65000;774.8241745142449;1
Masculino;Universitario completo;Argentina;"Servicios financieros; seguros";250;Nacional;Responsable;Compensaciones y beneficios;15;Full time;135000;4;No,  pero escucho ofertas;83.89;1;135000;1609.2502086065085;1
Femenino;Maestría completa;Argentina;Tecnologías de Información, Sistemas, y afines;40;Multinacional;Gerente;Generalista;10;Full time;194000;3;No,  pero escucho ofertas;83.89;1;194000;2312.5521516271306;1
Femenino;Universitario completo;Argentina;Otros;65;Nacional;Responsable;Administración de personal;2;Full time;49000;3;No,  pero escucho ofertas;83.89;1;49000;584.0982238645846;1
Femenino;Secundario completo;Argentina;"Alimentación; bebidas; tabaco";2000;Nacional;Analista;Administración de personal;9;Full time;92740;5;No,  pero escucho ofertas;83.89;1;92740;1105.4952914530934;1
Femenino;Universitario en curso;Argentina;Otros;600;Multinacional;Administrativo;Administración de personal;1;Full time;36501;3;No,  pero escucho ofertas;83.89;1;36501;435.1054952914531;1
Femenino;Maestría en curso;Argentina;Terminales automotrices, fábricas autopartistas, y afines;220;Nacional;Gerente;Generalista;25;Full time;290000;4;Sí, activamente;83.89;1;290000;3456.907855525092;1
Femenino;Maestría completa;Argentina;Comercio;2000;Multinacional;Analista;Generalista;5;Full time;54000;NA;NA;83.89;1;54000;643.7000834426034;1
Femenino;Universitario completo;Argentina;"Petróleo y producción de gas; refinación de petróleo";3000;Multinacional;Analista;Administración de personal;3;Full time;80000;4;No estoy buscando cambiar;83.89;1;80000;953.6297532483013;1
Femenino;Universitario completo;Argentina;Función pública;200;Nacional;Jefe;Generalista;12;Full time;111000;3;No,  pero escucho ofertas;83.89;1;111000;1323.1612826320181;1
Femenino;Secundario completo;Argentina;"Servicios financieros; seguros";270;Multinacional;Analista;Generalista;5;Full time;90000;5;No,  pero escucho ofertas;83.89;1;90000;1072.833472404339;1
Masculino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;70;Multinacional;Analista;Reclutamiento y selección;3;Full time;60000;NA;NA;83.89;1;60000;715.222314936226;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;100;Nacional;Analista;Reclutamiento y selección;2;Full time;48998;3;No estoy buscando cambiar;83.89;1;48998;584.0743831207534;1
Femenino;Universitario en curso;Argentina;Tecnologías de Información, Sistemas, y afines;80;Nacional;Analista;Generalista;3;Part time;38500;4;No,  pero escucho ofertas;83.89;1.5;57750;688.4014781261176;1
Femenino;Universitario en curso;Argentina;"Bancos; banca online;";300;Nacional;Analista;Payroll / Liquidación de sueldos;2;Full time;75000;3;No,  pero escucho ofertas;83.89;1;75000;894.0278936702825;1
Femenino;Terciario completo;Argentina;Otros;5000;Multinacional;Analista;Relaciones laborales;8;Full time;50000;1;No,  pero escucho ofertas;83.89;1;50000;596.0185957801883;1
Masculino;Universitario en curso;Argentina;Otros;200;Multinacional;Responsable;Payroll / Liquidación de sueldos;15;Full time;120000;5;No,  pero escucho ofertas;83.89;1;120000;1430.444629872452;1
Femenino;Maestría completa;Argentina;Comercio;64;Nacional;Responsable;Generalista;6.5;Full time;87136;3;No,  pero escucho ofertas;83.89;1;87136;1038.69352723805;1
Femenino;Universitario en curso;Argentina;Servicios de salud;50;Nacional;Jefe;Generalista;5;Full time;72000;4;No,  pero escucho ofertas;83.89;1;72000;858.2667779234712;1
Femenino;Universitario en curso;Argentina;Servicios de salud;150;Nacional;Analista;Administración de personal;6;Full time;82215;NA;NA;83.89;1;82215;980.0333770413637;1
Femenino;Universitario completo;Argentina;Terminales automotrices, fábricas autopartistas, y afines;400;Multinacional;Responsable;Generalista;13;Full time;140000;3;Sí, activamente;83.89;1;140000;1668.8520681845273;1
Femenino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";400;Nacional;Responsable;Reclutamiento y selección;12;Full time;68064;3;Sí, activamente;83.89;1;68064;811.3481940636548;1
Femenino;Maestría en curso;Paraguay;"Bancos; banca online;";500;Nacional;Analista;Capacitación y desarrollo;0;Full time;8000000;3;Sí, activamente;7027.74;1;8000000;1138.3460401210061;1
Masculino;Universitario completo;Argentina;Servicios de consultoría;10000;Multinacional;Analista;Todos, los descriptos;0;Full time;50000;2;Sí, activamente;83.89;1;50000;596.0185957801883;1
Femenino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";350;Nacional;HRBP;Generalista;4;Plazo Fijo;85500;4;No estoy buscando cambiar;83.89;1;85500;1019.191798784122;1
Femenino;Secundario completo;Argentina;Tecnologías de Información, Sistemas, y afines;80;Nacional;Analista;Reclutamiento y selección;9;Full time;85000;4;No estoy buscando cambiar;83.89;1;85000;1013.2316128263202;1
Femenino;Universitario completo;Argentina;"Textiles; vestido; cuero; calzado";200;Nacional;Jefe;Administración de personal;21;Full time;160000;4;No,  pero escucho ofertas;83.89;1;160000;1907.2595064966026;1
Femenino;Universitario completo;Argentina;"Agricultura; plantaciones,otros sectores rurales";35;Nacional;Responsable;Relaciones laborales;2;Full time;35000;5;No,  pero escucho ofertas;83.89;1;35000;417.2130170461318;1
Femenino;Maestría completa;Venezuela;"Petróleo y producción de gas; refinación de petróleo";600;Nacional;Responsable;Administración de personal;0;Plazo Fijo;2900000;1;No,  pero escucho ofertas;506541.78;1;2900000;5.725095371205115;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;86;Nacional;Gerente;Generalista;2;Full time;170000;4;No,  pero escucho ofertas;83.89;1;170000;2026.4632256526404;1
Femenino;Maestría en curso;Argentina;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";1000;Multinacional;Analista;Administración de personal;12;Full time;90000;3;No,  pero escucho ofertas;83.89;1;90000;1072.833472404339;1
Femenino;Secundario completo;Argentina;"Textiles; vestido; cuero; calzado";270;Multinacional;Administrativo;Administración de personal;4;Full time;42000;1;Sí, activamente;83.89;1;42000;500.6556204553582;1
Femenino;Universitario completo;Argentina;"Textiles; vestido; cuero; calzado";350;Nacional;Responsable;Generalista;7;Full time;40000;NA;NA;83.89;1;40000;476.81487662415066;1
Femenino;Universitario completo;Argentina;Otros;1500;Nacional;Analista;Generalista;3;Full time;42000;3;No,  pero escucho ofertas;83.89;1;42000;500.6556204553582;1
Femenino;Universitario completo;Argentina;Otros;350;Nacional;Analista;Administración de personal;6;Full time;52000;1;Sí, activamente;83.89;1;52000;619.8593396113959;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;9;Multinacional;Analista;Generalista;30;Full time;49000;NA;NA;83.89;1;49000;584.0982238645846;1
Masculino;Universitario completo;Argentina;Servicios de salud;1000;Nacional;Responsable;Payroll / Liquidación de sueldos;17;Full time;130000;3;No,  pero escucho ofertas;83.89;1;130000;1549.6483490284897;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;230;Nacional;Analista;Reclutamiento y selección;12;Part time;40000;3;Sí, activamente;83.89;1.5;60000;715.222314936226;1
Femenino;Universitario completo;Argentina;Comercio;500;Nacional;Responsable;Capacitación y desarrollo;9;Full time;60000;3;Sí, activamente;83.89;1;60000;715.222314936226;1
Masculino;Universitario en curso;Argentina;Tecnologías de Información, Sistemas, y afines;65;Nacional;HRBP;Generalista;6;Full time;90000;5;No estoy buscando cambiar;83.89;1;90000;1072.833472404339;1
Masculino;Secundario completo;Argentina;Tecnologías de Información, Sistemas, y afines;2000;Multinacional;Analista;Payroll / Liquidación de sueldos;20;Full time;79000;3;Sí, activamente;83.89;1;79000;941.7093813326976;1
Femenino;Universitario completo;Argentina;Otros;11000;Multinacional;Analista;Payroll / Liquidación de sueldos;5;Full time;51230;2;Sí, activamente;83.89;1;51230;610.680653236381;1
Masculino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";140;Multinacional;Jefe;Relaciones laborales;10;Full time;162313;4;No,  pero escucho ofertas;83.89;1;162313;1934.8313267373942;1
Femenino;Terciario completo;Chile;Construcción;20;Nacional;Administrativo;Administración de personal;13;Plazo Fijo;950000;3;Sí, activamente;770.45;1;950000;1233.0456226880394;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;300;Multinacional;Analista;Reclutamiento y selección;9;Full time;80000;4;No estoy buscando cambiar;83.89;1;80000;953.6297532483013;1
Femenino;Terciario completo;Argentina;Comercio;200;Nacional;Responsable;Administración de personal;746;Full time;46000;NA;NA;83.89;1;46000;548.3371081177733;1
Femenino;Universitario completo;Argentina;Servicios de salud;250;Nacional;Analista;Generalista;4;Full time;60000;3;No,  pero escucho ofertas;83.89;1;60000;715.222314936226;1
Masculino;Universitario en curso;Argentina;Servicios de salud;150;Nacional;Administrativo;Payroll / Liquidación de sueldos;23;Part time;25000;4;No,  pero escucho ofertas;83.89;1.5;37500;447.01394683514127;1
Masculino;Universitario completo;México;Otros;300;Nacional;Jefe;Relaciones laborales;20;Full time;17000;1;Sí, activamente;21.24;1;17000;800.376647834275;1
Femenino;Universitario completo;Argentina;Otros;176;Nacional;Gerente;Administración de personal;5;Full time;70000;5;No,  pero escucho ofertas;83.89;1;70000;834.4260340922636;1
Masculino;Universitario completo;México;Tecnologías de Información, Sistemas, y afines;50;Nacional;Responsable;Generalista;10;Full time;14000;5;No,  pero escucho ofertas;21.24;1;14000;659.1337099811676;1
Masculino;Universitario en curso;Argentina;Tecnologías de Información, Sistemas, y afines;9000;Multinacional;Analista;Reclutamiento y selección;3;Full time;53000;4;No,  pero escucho ofertas;83.89;1;53000;631.7797115269997;1
Femenino;Maestría en curso;Argentina;"Bancos; banca online;";10000;Nacional;Analista;Administración de personal;3;Full time;92000;2;No,  pero escucho ofertas;83.89;1;92000;1096.6742162355465;1
Femenino;Universitario en curso;Argentina;"Alimentación; bebidas; tabaco";90;Nacional;Responsable;Relaciones laborales;3;Full time;70000;4;Sí, activamente;83.89;1;70000;834.4260340922636;1
Masculino;Universitario completo;Argentina;Construcción;5000;Nacional;Analista;Generalista;5;Full time;160000;3;No,  pero escucho ofertas;83.89;1;160000;1907.2595064966026;1
Masculino;Universitario en curso;Argentina;"Servicios públicos (agua;gas; electricidad)";500;Multinacional;HRBP;Payroll / Liquidación de sueldos;5;Full time;65000;3;Sí, activamente;83.89;1;65000;774.8241745142449;1
Femenino;Universitario completo;Argentina;"Servicios públicos (agua;gas; electricidad)";5000;Nacional;Analista;Administración de personal;5;Full time;60;NA;NA;83.89;1;60;0.715222314936226;1
Femenino;Terciario completo;Argentina;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";300;Nacional;Responsable;Generalista;14;Full time;54000;3;Sí, activamente;83.89;1;54000;643.7000834426034;1
Masculino;Universitario completo;Argentina;Comercio;3000;Nacional;Analista;Reclutamiento y selección;5;Full time;75000;4;No estoy buscando cambiar;83.89;1;75000;894.0278936702825;1
Femenino;Universitario en curso;Argentina;Hotelería, restauración, turismo;180;Nacional;Administrativo;Generalista;2;Full time;36000;3;Sí, activamente;83.89;1;36000;429.1333889617356;1
Femenino;Terciario completo;Argentina;Tecnologías de Información, Sistemas, y afines;250;Multinacional;HRBP;Comunicación interna;5;Full time;82000;4;No,  pero escucho ofertas;83.89;1;82000;977.4704970795088;1
